Method,Description,similarity_score,EvlScore
zonedDateTime,"从另一个时间对象获得此年表中的 
               ChronoZonedDateTime 。",0.82384586,1.0
isOwner,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.88185763,1.0
registerOutParameter,"将名为 
               parameterName的OUT参数注册到JDBC类型 
               sqlType 。",0.9065194,1.0
subtractFrom,从指定的时态对象中减去此句点。,0.80550313,1.0
adjustInto,调整指定的时间对象以具有此月 - 日。,0.84306216,1.0
removeTileObserver,删除观察者。,0.7480929,1.0
flip,翻转此缓冲区。,0.557696,1.0
releaseService,"该方法由 
               BeanContextServices调用，释放嵌套的 
               BeanContextChild （或与 
               BeanContextChild相关联的任意对象）对指定服务的引用。",0.77377,1.0
identity,返回始终返回其输入参数的一元运算符。,0.42570207,1.0
getSampleModel,返回与此图像关联的SampleModel。,0.86683613,1.0
getRowCount,返回模型中的行数。,0.8249562,1.0
with,返回与此对象相同类型的调整对象，并进行调整。,0.30731535,1.0
handleQuitRequestWith,在要求退出应用程序时调用。,0.7385621,0.8
getPrincipal,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.89360815,1.0
isCancelled,"如果此任务在正常完成之前取消，则返回 
               true 。",0.86571884,1.0
setDocumentLocator,接收用于查找SAX文档事件原点的对象。,0.74999887,1.0
appendData,将字符串附加到节点的字符数据的末尾。,0.7931383,1.0
setSystemId,"系统标识符，此参考源的URI参考[ 
               IETF RFC 2396 ]。",0.8359721,1.0
getG,"返回基数， 
               g 。",0.7366703,1.0
imageComplete,报告图像写入操作已完成。,0.75688004,1.0
setNamespaceContext,建立命名空间上下文。,0.73932123,1.0
getSourceVersions,返回此工具支持的Java™编程语言的源版本。,0.8712867,1.0
keyReleased,释放密钥时调用。,0.8722881,1.0
hashCode,今年的哈希码。,0.8491138,1.0
isAfter,检查此月 - 日是否在指定的月 - 日之后。,0.8346119,1.0
addPrintServiceAttributeListener,"在此 
               PrintService上注册事件的监听 
               PrintService 。",0.78346324,0.8
printJobRequiresAttention,被调用以通知客户端已发生用户可能能够修复的错误。,0.6988261,0.8
getNumXTiles,返回X方向上的切片数。,0.80891246,1.0
headMap,"返回此映射的部分视图，其键严格小于 
               toKey 。",0.73613477,1.0
resolveEntity,实现EntityResolver 。,0.8522929,1.0
serialClass,被反序列化的对象的类。,0.8482772,1.0
readFully,"读取 
               len从根据当前字节顺序的流整数（带符号的32位整数），并将其存储到 
               i开始于索引 
               off 。",0.7453125,1.0
range,获取指定字段的有效值范围。,0.53287,1.0
writeProcessingInstruction,写入处理指令,0.7743226,0.8
with,返回此年度的调整副本。,0.311886,1.0
negate,返回表示此谓词的逻辑否定的谓词。,0.73539114,1.0
send,向此接收器发送MIDI消息和时间戳。,0.49063075,1.0
getCompletions,向工具基础结构返回一个可重复的注释建议完成。,0.80746865,1.0
removeConnectionEventListener,"从此 
               PooledConnection对象上发生事件时将通知的组件列表中删除给定的事件侦听器。",0.8173058,0.8
getPrintJob,返回此PrintGraphics对象所源自的PrintJob对象。,0.8120532,1.0
andThen,"返回首先将此运算符应用于其输入的 
               after运算符，然后将 
               after运算符应用于结果。",0.7128244,1.0
toString,以英语返回字段名称。,0.85440874,1.0
of,"从年表ID或日历系统类型获得 
               Chronology的实例。",0.36211962,1.0
treeNodesRemoved,从树中删除节点后调用。,0.800617,1.0
beginDraggingFrame,当用户指示他们将开始拖动组件时，通常会调用此方法。,0.807119,1.0
menuKeyPressed,按下某个键时调用。,0.7899893,1.0
run,将此Future设置为其计算结果，除非它已被取消。,0.6095175,1.0
createServerSocket,在指定端口上创建服务器套接字（端口0表示匿名端口）。,0.84705144,1.0
applyAsLong,将此运算符应用于给定的操作数。,0.76784503,1.0
subSet,"返回此set的部分视图，其元素范围从 
               fromElement （包括）到 
               toElement （独占）。",0.80650723,1.0
getOwnerElement,"如果此属性未使用，则此属性附加到 
               Element节点或 
               null 。",0.784199,1.0
changedUpdate,提供一个属性或一组属性已更改的通知。,0.85477793,1.0
getVersion,获取在xml声明中声明的xml版本如果未声明，则返回null,0.8437809,1.0
isStandalone,如果此XML是独立的，则返回,0.81984544,1.0
postEvent,"已过时。

从JDK版本1.1替换为dispatchEvent（AWTEvent）。",0.7209671,1.0
setNClob,"将指定参数设置为 
               Reader对象。",0.78527415,1.0
keyPressed,按下某个键时调用。,0.79641753,1.0
visitIntersection,访问交叉点类型。,0.8889381,1.0
versionColumnPseudo,表示此版本列是伪列。,0.83211994,1.0
flush,丢弃当前流位置之前的流的初始位置。,0.34353238,1.0
write,将单个字节写入当前位置的流。,0.7782442,1.0
setBinaryStream,将指定参数设置为给定输入流，该输入流将具有指定的字节数。,0.8122821,1.0
getSubString,"检索此 
               Clob对象指定的 
               CLOB值中指定子字符串的副本。",0.84499305,1.0
getEnclosingElement,返回最内层的元素，松散地说，这个元素是封闭的。,0.7080902,1.0
insert,"将 
               child添加到接收器 
               index 。",0.7849096,1.0
position,"检索指定字节数组 
               pattern在此 
               Blob对象表示的 
               BLOB值内开始的字节位置。",0.32248694,1.0
getSelectedText,从文本编辑组件中获取当前选定的文本。,0.7874342,1.0
setBinaryStream,"将此 
               RowSet对象命令中的指定参数设置为给定的 
               java.io.InputStream值。",0.82624197,1.0
getReceiver,获得此发射器将传送MIDI信息的当前接收器。,0.8681709,1.0
setAccessibleRowHeader,设置行标题。,0.8076378,0.8
toLocalDate,获取此日期时间的本地日期部分。,0.8277505,1.0
minus,返回与此对象相同类型的对象，并减去指定的时间段。,0.6009089,1.0
processingOver,"如果此轮生成的类型不受后续轮注释处理的影响，则返回true ;
否则返回false 。",0.7079377,1.0
hashCode,返回此集合的哈希码值。,0.77928364,1.0
setNCharacterStream,"将指定参数设置为 
               Reader对象。",0.8244833,1.0
imageStarted,报告图像读取操作正在开始。,0.77562153,1.0
isEmpty,"如果此列表不包含任何元素，则返回 
               true 。",0.8163449,1.0
getParentElement,获取父元素。,0.75434744,1.0
allocate,此方法在给定XMLStreamReader的当前状态的情况下分配事件。,0.85304856,1.0
compareTo,比较此缓冲区与另一个缓冲区。,0.76621246,1.0
thumbnailUpdate,报告已更新缩略图图像的给定区域。,0.75698924,1.0
codePoints,返回此序列中的代码点值流。,0.68686765,1.0
toArray,"返回一个包含此set中所有元素的数组;
返回数组的运行时类型是指定数组的运行时类型。",0.74697673,1.0
icSigBlueTRCTag,ICC配置文件标记签名：'bTRC'。,0.7402296,1.0
close,关闭此流，导致调用此流管道的所有关闭处理程序。,0.35263878,1.0
warning,收到警告通知。,0.31651914,1.0
isAttributeValueSupported,确定客户端在为此PrintService设置作业时是否可以指定给定的打印属性值。,0.6715208,0.8
isLeapYear,根据ISO符号日历系统规则，检查年份是否为闰年。,0.84306055,1.0
getResultStream,"已过时。

没有替代品",0.77525806,1.0
getVendorTypeNumber,返回数据类型的供应商特定类型编号。,0.82434916,1.0
tailSet,"返回此set的部分视图，其元素大于或等于 
               fromElement 。",0.7704413,1.0
submit,提交Runnable任务以执行并返回表示该任务的Future。,0.6472026,1.0
makeParser,已过时。,0.8479323,1.0
getTimestamp,"使用给定的 
               Calendar对象检索指定的JDBC 
               TIMESTAMP参数的值作为 
               java.sql.Timestamp对象，以构造 
               Timestamp对象。",0.8980404,1.0
getKind,"返回此类型的 
               kind 。",0.7734544,1.0
okToUseGui,这个方法指示bean可以使用Gui。,0.87958986,1.0
deleteOwner,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.8058888,1.0
getDesignAxisNames,返回每个设计轴的名称。,0.82498074,1.0
setAsciiStream,"将此 
               RowSet对象命令中的指定参数设置为给定输入流。",0.86395055,1.0
icSigColorSpaceClass,ICC配置文件类签名：'spac'。,0.7808881,1.0
isTimeBased,检查此字段是否表示时间的组成部分。,0.8017862,1.0
next,返回迭代中的下一个元素。,0.42283,1.0
get,"绝对 
               获取方法。",0.63882065,1.0
activeObject,通知对象现在处于活动状态。,0.81666833,1.0
clear,从此属性集中删除所有属性。,0.2828195,1.0
removeAttribute,"删除给定 
               name的属性。",0.8381121,1.0
setBoundsForFrame,这是一种原始的重塑方法。,0.76608425,1.0
getInput,已解析的输入源。,0.8449766,1.0
icSigBlueColorantTag,ICC配置文件标记签名：'bXYZ'。,0.7228973,1.0
getPathIterator,"返回迭代器对象，该对象沿 
               Shape边界进行迭代，并提供对 
               Shape轮廓几何的访问。",0.8741117,1.0
array,"返回支持此缓冲区的字节数组 
               （可选操作） 。",0.5525464,1.0
visitWildcard,访问通配符类型。,0.8326031,1.0
serialVersionUID,设置的类指纹，用于指示与该类的先前版本的序列化兼容性。,0.83164716,1.0
submit,提交值返回任务以执行并返回表示任务的挂起结果的Future。,0.6448914,1.0
setNClob,"将指定参数设置为 
               Reader对象。",0.78527415,1.0
setDocumentLocator,已过时。,0.70952356,1.0
withZoneSameInstant,使用不同的时区返回此日期时间的副本，保留该瞬间。,0.8783991,1.0
isStatic,返回这是否是静态依赖项。,0.75523126,1.0
compose,"返回一个组合运算符，该运算符首先将 
               before运算符应用于其输入，然后将此运算符应用于结果。",0.2896771,1.0
childrenRemoved,"当从该注册者注册的 
               BeanContext中删除子项或子项列表时调用。",0.81893677,1.0
setNativeMethodPrefix,此方法通过允许使用应用于名称的前缀进行重试来修改本机方法解析的失败处理。,0.74727434,0.8
newInstance,此方法创建XMLEventAllocator的实例。,0.8618444,1.0
getResolutionVariants,获取所有分辨率变体的可读列表。,0.8086329,0.8
pop,从此双端队列表示的堆栈中弹出一个元素。,0.5637053,1.0
array,"返回支持此缓冲区的int数组 
               （可选操作） 。",0.56256557,1.0
setDocumentURI,"文档的位置或 
               null如果未定义或 
               Document是使用 
               DOMImplementation.createDocument创建的）。",0.8415117,1.0
members,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.36537653,1.0
order,检索此缓冲区的字节顺序。,0.33762133,1.0
clone,"制作此 
               CRLSelector的副本。",0.83045304,1.0
